70,135,134,128,150,203,87,16,70,45,8
72,138,122,119,133,198,138,49,63,48,8
71,127,150,137,156,210,49,20,138,20,8
84,132,191,157,177,254,70,30,241,33,8
65,109,119,119,128,178,31,18,145,26,8
79,144,151,147,170,221,90,20,94,49,8
94,151,159,142,187,232,22,81,152,50,8
72,138,155,133,149,196,69,10,92,16,8
85,134,153,141,189,231,28,63,189,14,8
87,148,151,153,182,237,63,30,173,44,8
90,159,151,159,196,254,59,23,183,70,8
76,149,140,139,167,208,58,18,83,54,8
84,152,138,135,169,209,116,25,151,23,8
94,176,156,155,222,259,81,30,178,84,8
79,138,131,129,172,206,65,26,123,39,8
69,103,148,119,143,195,54,39,151,15,8
84,130,147,142,189,235,7,35,232,46,8
78,140,145,140,169,228,62,15,132,104,8
79,135,108,115,166,201,81,14,145,18,8
148,184,184,245,235,89,47,77,283,64,9
158,192,187,266,226,89,53,16,262,61,9
126,178,181,221,234,86,13,10,247,107,9
108,161,153,167,225,65,38,2,206,61,9
143,193,183,233,248,101,18,53,207,49,9
128,198,191,222,292,112,46,14,259,91,9
152,186,199,282,255,101,53,42,275,65,9
155,203,200,256,293,87,59,7,203,37,9
154,199,208,294,240,98,39,77,292,48,9
152,193,186,242,257,95,30,42,163,74,9
80,92,93,98,39,2,0,116,70,27,1
93,139,139,53,149,208,120,45,166,57,2
228,239,105,196,281,120,52,226,30,85,5
158,157,57,34,174,157,177,208,84,6,4
83,139,124,188,118,43,190,61,102,128,3
129,140,124,70,89,163,157,1,13,32,6
109,151,149,149,89,61,61,8,175,82,7
51,87,118,88,115,147,57,75,69,27,8
47,78,90,100,116,136,143,15,18,42,0
116,127,128,137,117,0,7,133,80,22,1
72,115,118,140,165,44,16,110,158,21,9
91,153,173,74,145,244,129,56,171,49,2
85,123,143,187,104,32,173,47,174,113,3
104,109,75,152,113,98,144,120,5,15,4
88,194,232,111,155,240,138,86,219,38,5
121,153,126,67,71,145,185,14,17,49,6
68,117,134,151,113,29,120,25,158,155,7
85,134,133,162,138,40,14,169,145,34,9
50,79,86,98,122,134,122,5,19,19,0
44,81,74,54,80,114,116,47,69,15,8
93,104,104,103,61,0,0,81,105,34,1
101,142,153,203,143,38,147,94,132,147,3
105,156,147,84,217,233,83,41,201,32,2
198,181,89,69,153,248,103,296,99,11,4
207,212,87,153,218,60,145,110,35,81,5
144,218,184,133,132,103,227,63,23,69,6
88,121,123,162,151,54,79,189,108,24,9
38,43,66,81,94,106,120,41,2,14,0
62,93,97,87,118,134,7,109,80,34,8
71,115,118,156,141,27,93,28,73,190,7
111,121,120,118,72,0,1,129,72,25,1
98,121,169,91,86,211,207,38,148,20,2
95,129,134,174,128,26,139,58,125,138,3
149,161,94,23,122,178,174,189,5,9,4
112,142,126,74,76,153,153,4,15,41,6
87,186,233,126,119,219,101,152,141,50,5
76,102,159,148,145,4,121,58,207,94,7
65,123,132,67,116,157,105,71,18,33,8
95,124,126,154,135,41,47,198,71,31,9
51,54,80,98,114,136,153,77,2,14,0
89,132,172,113,210,230,60,91,215,60,2
112,124,121,134,27,14,12,148,72,27,1
124,116,52,14,134,130,94,188,102,2,4
102,141,165,213,106,33,155,88,137,150,3
152,215,157,84,172,121,139,120,24,77,5
99,132,103,64,80,133,144,77,7,34,6
63,102,116,148,137,23,100,36,54,184,7
75,109,78,103,136,164,24,90,61,27,8
67,107,110,115,168,45,49,134,149,14,9
48,58,79,85,99,123,122,28,0,31,0
86,100,100,114,0,0,70,130,16,18,1
98,139,188,102,217,237,57,114,233,55,2
84,115,122,168,70,25,115,33,162,54,3
148,165,107,41,134,202,134,154,7,10,4
83,94,239,220,117,152,214,66,201,17,5
80,103,92,47,67,120,122,2,14,21,6
72,107,121,97,35,62,39,154,98,48,7
74,122,130,96,147,147,41,190,41,48,8
71,114,116,127,165,35,49,133,152,13,9
40,56,70,79,97,109,106,21,4,26,0
139,148,149,156,54,28,28,160,83,22,1
72,120,142,106,102,183,134,32,112,11,2
97,108,131,161,69,11,170,16,141,70,3
140,154,80,16,123,164,154,213,4,9,4
68,118,204,134,76,143,120,131,117,23,5
81,105,82,35,71,111,141,77,5,23,6
93,143,157,152,68,75,32,75,201,70,7
55,113,100,80,110,155,77,47,70,34,8
83,122,128,159,177,53,34,156,142,16,9
128,140,140,157,9,0,0,154,110,39,1
46,65,76,89,114,133,116,77,21,33,0
75,131,173,110,225,138,57,173,218,44,2
75,112,119,178,163,60,65,189,54,152,3
139,152,72,32,127,166,83,217,37,14,4
73,120,212,125,84,165,106,129,115,37,5
52,71,96,121,97,54,60,59,155,99,7
138,165,134,66,77,168,198,21,21,58,6
73,116,88,94,147,83,91,135,23,49,8
65,98,103,139,112,43,29,146,114,26,9
51,62,81,103,129,148,162,91,3,26,0
70,86,88,97,15,4,36,107,47,30,1
112,149,133,47,109,204,192,35,105,23,2
72,103,109,149,130,40,80,98,75,140,3
78,204,184,82,136,204,39,175,93,15,5
110,123,73,31,104,144,128,148,3,5,4
92,122,106,50,62,126,149,29,13,33,6
74,86,143,119,79,71,66,79,165,43,7
57,103,89,82,112,142,28,123,39,39,8
84,134,139,148,166,40,69,214,119,50,9
42,59,83,93,104,123,109,1,13,33,0
116,129,114,135,202,50,21,79,146,35,1
86,135,162,117,140,211,88,36,166,17,2
96,98,131,167,119,42,75,106,98,84,3
78,123,237,172,79,166,143,104,168,30,5
88,103,70,18,83,106,123,122,2,4,4
84,99,52,44,70,116,143,137,5,18,6
114,127,176,167,17,98,28,168,179,77,7
65,103,99,91,121,96,5,143,9,44,8
70,117,128,150,171,52,17,122,195,24,9
38,54,74,82,98,112,112,7,4,26,0
112,126,126,125,78,14,14,94,120,27,1
83,121,109,174,122,48,198,67,151,130,3
78,117,141,83,131,196,113,105,104,22,2
145,149,71,38,120,176,111,232,67,11,4
69,87,205,171,81,111,156,96,165,37,5
97,116,96,35,73,130,154,48,12,27,6
79,132,93,180,144,29,97,24,157,123,7
70,103,72,101,136,81,14,145,27,43,8
60,92,93,118,150,43,36,109,137,22,9
34,41,54,73,83,97,109,56,0,14,0
96,114,112,114,46,4,5,131,68,27,1
67,121,97,149,140,41,161,99,39,187,3
75,129,151,103,143,198,89,37,147,25,2
126,138,63,58,125,144,58,201,14,16,4
70,124,210,123,100,170,128,65,156,5,5
110,131,105,31,82,126,170,90,13,33,6
83,125,108,149,78,80,14,119,163,59,7
64,85,89,79,109,149,90,2,141,26,8
78,114,127,141,161,47,7,164,152,16,9
46,56,65,100,116,128,139,49,5,18,0
152,167,166,114,10,11,150,205,35,49,1
75,117,142,81,162,179,81,42,110,39,2
71,124,112,162,150,45,84,147,51,191,3
125,139,87,16,116,122,158,180,9,17,4
97,153,106,62,66,133,129,83,8,62,5
113,141,126,55,69,147,167,76,18,40,6
102,104,178,140,94,8,98,71,192,58,7
70,109,119,97,133,160,29,28,96,33,8
74,128,126,180,122,52,14,180,121,39,9
40,59,75,86,101,119,131,35,9,18,0
50,84,97,57,120,116,38,35,68,19,2
69,87,85,90,124,25,4,56,64,25,1
48,57,70,93,77,24,37,78,36,49,3
45,64,32,26,60,71,46,89,1,5,4
38,81,52,40,66,85,19,76,28,16,5
56,86,74,35,48,94,107,14,8,21,6
32,57,46,81,69,41,33,19,88,30,7
82,71,54,43,92,89,110,71,55,13,8
41,51,73,72,94,74,26,43,113,7,9
24,26,39,48,59,67,73,67,1,12,0
49,69,84,92,105,131,82,1,14,9,0
107,125,123,123,2,4,74,145,41,29,1
86,98,45,20,88,117,73,147,7,6,4
70,125,117,123,129,44,112,12,38,161,3
112,154,77,99,150,75,77,100,6,53,5
103,136,101,50,62,123,161,63,8,38,6
90,71,155,121,58,70,70,161,75,51,7
41,53,76,52,72,97,76,4,105,17,8
46,67,84,86,123,70,36,53,134,51,9
34,45,57,71,81,103,112,55,2,13,0
76,92,92,103,99,25,4,56,85,34,1
70,102,106,57,127,153,80,26,88,31,2
53,91,89,125,141,36,53,126,66,142,3
88,102,56,12,82,109,112,157,26,7,4
70,148,185,95,106,180,101,102,156,37,5
82,120,92,40,60,105,151,132,7,25,6
50,76,93,103,110,83,39,53,33,160,7
47,77,109,67,99,141,90,98,55,27,8
38,44,76,77,98,90,28,49,121,37,9
93,107,101,117,122,26,1,47,108,36,1
33,45,53,66,82,92,92,42,2,22,0
68,95,120,94,108,158,72,28,127,18,2
69,115,93,130,129,41,103,49,79,102,3
116,120,67,21,102,122,169,191,74,10,4
146,169,96,99,179,96,149,158,14,62,5
56,99,116,116,110,2,78,22,123,118,7
113,143,118,64,61,140,183,123,4,38,6
54,102,117,68,109,158,35,125,28,45,8
71,98,119,120,162,78,13,79,197,25,9
34,40,61,70,83,98,107,42,5,31,0
47,83,96,91,64,137,97,25,82,4,2
89,102,100,111,90,3,1,89,98,45,1
114,122,65,13,119,128,98,189,34,5,4
52,93,72,112,97,23,151,25,142,64,3
67,183,143,82,112,170,39,198,44,13,5
114,133,116,67,69,147,162,7,3,27,6
56,66,96,118,114,53,88,19,159,144,7
0,0,0,0,0,0,0,0,0,8,8
61,95,108,117,159,44,6,127,136,19,9
33,34,51,61,68,81,90,7,2,11,0
76,114,123,92,134,160,73,24,99,25,2
97,108,104,94,169,32,21,90,120,38,1
54,96,85,119,122,32,76,73,113,106,3
125,171,96,104,154,66,79,60,26,55,5
105,119,105,38,66,125,165,42,9,25,6
120,131,71,11,119,133,130,203,39,2,4
53,87,95,114,123,2,91,52,51,151,7
70,110,123,130,168,39,49,108,190,8,9
77,99,62,78,117,94,14,69,19,31,8
62,113,126,93,115,169,84,27,131,38,2
108,122,121,125,122,7,1,98,98,31,1
38,48,62,77,91,108,107,28,16,16,0
64,121,79,126,149,34,107,126,56,158,3
128,128,79,20,109,147,140,213,103,10,4
78,179,210,111,105,191,116,158,193,28,5
134,147,103,40,100,153,201,98,7,34,6
38,60,76,62,81,106,75,5,85,36,8
66,123,88,162,133,65,65,41,81,156,7
66,97,110,126,154,33,9,147,135,15,9
44,65,82,86,100,125,84,0,5,24,0
101,113,113,111,135,20,1,28,123,30,1
87,131,141,73,177,196,45,38,159,49,2
70,82,104,122,95,10,110,64,93,98,3
101,113,57,24,91,127,153,169,15,4,4
75,148,208,112,117,191,102,112,151,16,5
117,131,108,42,87,145,182,49,9,31,6
87,124,91,160,127,44,47,13,112,117,7
47,79,72,67,82,116,56,9,62,17,8
46,54,70,80,91,111,115,42,7,22,0
90,142,139,169,144,45,7,193,114,38,9
115,127,115,133,180,34,0,41,134,40,1
66,113,122,97,170,116,47,27,176,65,2
71,109,92,143,122,44,120,71,85,96,3
108,105,62,20,102,137,96,187,100,2,4
70,115,211,148,89,152,106,88,118,30,5
107,117,99,39,75,128,165,98,1,22,6
63,108,60,87,104,133,97,1,56,30,8
68,106,111,119,112,4,87,18,137,77,7
66,91,116,128,177,61,29,93,187,64,9
41,55,71,76,88,110,102,0,3,16,0
96,108,108,103,151,23,0,51,88,20,1
75,128,142,98,140,193,100,40,96,60,2
69,109,75,120,142,29,135,120,9,126,3
145,172,78,115,164,94,52,167,70,74,5
126,135,72,16,118,145,97,201,34,11,4
106,124,103,43,74,143,165,51,13,26,6
86,109,115,114,75,40,38,3,151,52,7
54,91,117,78,107,148,35,128,42,38,8
78,75,31,34,87,107,59,131,42,7,4
54,89,95,127,100,37,63,141,110,33,9
57,88,87,91,77,37,44,14,124,56,7
106,122,58,90,122,71,37,135,28,45,5
89,110,100,40,52,112,140,63,4,21,6
47,80,80,68,92,96,16,58,55,25,8
54,78,91,96,103,100,4,12,20,13,0
60,90,92,52,120,142,71,25,102,11,2
81,93,84,128,61,21,58,121,27,15,1
50,82,67,100,106,11,94,56,96,75,3
86,102,61,13,90,97,91,140,1,3,4
48,82,143,70,83,115,72,74,103,16,5
64,89,79,40,52,104,119,21,5,13,6
34,60,77,59,70,98,21,15,94,17,8
72,102,96,111,78,73,18,51,146,59,7
55,58,77,96,130,44,50,130,119,2,9
31,32,33,58,68,82,91,88,1,10,0
58,71,61,88,105,32,5,39,59,13,1
64,76,47,9,67,81,81,116,0,2,4
68,93,105,84,102,148,48,18,84,17,2
54,79,66,81,115,32,112,51,42,107,3
51,112,124,60,98,144,71,53,134,10,5
122,223,186,74,161,256,67,128,117,92,2
107,178,125,53,177,195,124,60,170,66,2
184,301,190,95,269,360,213,68,208,190,2
143,248,214,77,204,298,196,54,182,204,2
82,151,167,85,127,170,140,77,58,178,2
104,192,183,100,63,210,243,71,49,173,2
49,63,78,89,111,119,84,7,12,37,0
45,54,81,96,121,132,133,56,8,24,0
91,133,146,154,194,218,11,9,14,34,0
83,132,135,140,168,203,37,7,23,39,0
63,107,128,134,157,180,73,8,6,32,0
62,99,107,116,136,152,77,7,9,59,0
70,122,133,140,158,191,35,5,6,21,0
74,90,88,93,115,145,105,14,3,16,0
63,94,124,125,144,171,168,84,19,21,0
58,71,77,82,98,91,1,5,4,15,0
70,100,100,122,131,130,0,8,13,34,0
44,59,71,75,95,108,62,1,4,14,0
41,63,67,70,91,106,56,7,3,25,0
53,65,84,99,118,133,65,2,2,7,0
38,54,61,70,80,90,27,0,6,23,0
37,50,64,67,81,96,106,8,6,14,0
36,56,66,69,85,107,114,35,1,11,0
42,61,75,79,96,113,93,7,6,14,0
43,59,69,81,95,103,34,2,7,21,0
55,72,80,91,109,118,62,3,18,38,0
21,30,40,44,45,59,58,0,2,11,0
28,43,48,56,72,72,61,7,9,26,0
21,22,29,40,41,57,60,54,14,3,0
25,39,44,46,60,67,28,0,3,13,0
19,28,35,38,50,53,54,47,2,19,0
36,54,60,75,89,94,56,2,13,29,0
20,27,39,43,55,60,64,14,1,19,0
21,29,39,42,46,60,57,7,3,5,0
26,41,47,51,61,61,14,3,6,14,0
25,38,42,45,56,59,46,1,6,20,0
40,53,80,91,101,116,88,0,1,41,0
49,68,89,102,98,130,49,1,6,11,0
36,48,49,50,50,49,1,2,1,2,1
105,120,123,78,179,136,28,2,48,68,1
115,128,128,73,168,197,72,0,0,85,1
71,84,82,82,96,55,42,28,62,57,1
73,88,90,88,110,28,14,21,74,56,1
122,136,125,110,204,130,23,0,113,65,1
86,100,98,88,154,80,15,0,132,49,1
98,112,109,64,160,102,0,71,93,22,1
83,94,93,97,101,49,42,118,80,25,1
86,109,108,109,4,10,83,136,42,40,1
29,43,44,43,47,51,7,0,47,32,1
35,52,55,52,68,0,1,47,50,21,1
21,37,40,52,20,23,52,50,6,20,1
26,47,48,53,45,0,44,68,34,29,1
34,51,55,53,64,40,21,28,58,36,1
26,38,39,39,46,38,7,20,38,9,1
26,39,37,39,57,14,21,51,32,20,1
46,61,65,74,14,5,81,68,20,18,1
114,128,130,127,160,105,112,143,111,16,1
114,123,123,120,151,98,84,147,111,25,1
151,160,160,159,207,42,0,53,180,59,1
150,171,148,146,270,160,38,119,200,56,1
150,168,169,197,158,35,49,174,163,32,1
137,152,155,146,202,67,21,120,178,45,1
196,213,167,228,308,67,49,193,213,55,1
154,172,164,156,255,35,0,62,201,57,1
129,148,131,153,189,31,0,116,146,43,1
147,162,115,217,233,62,28,154,152,42,1
122,136,105,148,201,91,30,133,86,18,1
154,166,85,212,249,135,47,194,108,32,1
151,163,82,120,252,227,58,168,112,34,1
70,84,84,91,39,0,16,111,55,27,1
53,64,64,65,66,62,28,35,28,9,1
38,57,56,57,57,68,4,6,3,8,1
62,72,74,72,74,78,21,7,35,9,1
77,90,93,90,97,64,1,5,1,7,1
70,84,76,82,83,75,7,42,21,2,1
94,109,95,57,151,162,75,28,86,21,1
90,105,85,57,128,169,168,65,35,92,1
146,160,149,187,15,17,216,186,63,38,1
86,157,159,77,129,221,225,49,30,194,2
78,130,91,65,88,170,173,156,41,58,2
72,116,126,54,88,164,177,69,45,113,2
118,182,217,87,169,248,162,73,92,149,2
76,124,110,65,85,196,192,98,40,127,2
75,105,118,63,133,165,8,79,138,34,2
107,144,121,71,97,211,220,96,92,52,2
233,403,186,264,439,201,98,379,290,166,2
112,198,178,95,230,275,53,61,234,92,2
110,230,218,106,107,293,286,47,126,223,2
166,282,196,101,186,353,248,66,209,165,2
162,277,226,78,186,356,212,63,216,184,2
129,230,247,112,202,324,215,69,241,167,2
101,165,170,84,184,240,98,36,164,172,2
108,169,181,85,95,239,242,36,21,173,2
120,223,287,165,166,320,197,81,314,104,2
132,208,164,94,190,282,205,29,215,103,2
144,264,177,79,252,321,226,87,156,203,2
106,184,205,88,162,243,182,73,50,143,2
107,174,241,130,94,258,287,135,128,229,2
124,103,229,228,113,116,255,260,65,96,2
120,103,220,159,76,135,226,231,62,85,2
152,119,238,299,211,91,285,310,91,185,2
165,242,268,160,41,199,338,230,88,176,2
163,291,241,109,308,357,90,59,237,196,2
125,212,188,79,163,253,235,136,73,165,2
148,265,282,115,186,317,208,115,86,197,2
100,193,149,106,260,207,52,161,158,123,2
150,237,171,122,299,207,116,46,192,188,2
140,185,98,70,137,258,260,66,144,110,2
119,176,138,84,206,252,100,9,162,124,2
99,161,119,74,79,203,215,222,44,97,2
61,105,92,50,71,150,151,163,33,53,2
27,49,54,27,46,81,78,52,17,57,2
25,43,55,46,57,73,30,11,47,25,2
34,59,72,79,57,105,38,30,94,10,2
54,85,53,33,66,113,115,118,24,70,2
45,84,112,50,49,121,141,59,75,65,2
74,119,69,86,168,168,78,22,115,105,2
45,68,75,38,51,103,107,67,16,49,2
50,87,70,47,90,135,135,96,56,69,2
42,79,97,42,70,120,123,61,32,98,2
55,93,96,48,68,138,141,93,26,115,2
52,83,106,45,80,124,124,26,25,63,2
56,101,69,48,87,145,146,144,30,91,2
110,193,187,86,98,231,237,92,57,135,2
83,140,98,68,138,204,204,103,71,122,2
50,88,60,17,89,113,141,47,76,67,2
80,133,151,64,128,187,88,24,91,123,2
51,88,71,39,83,124,137,72,46,73,2
85,128,154,73,91,186,126,79,60,97,2
80,122,150,76,165,196,41,21,137,100,2
86,146,110,46,131,197,208,102,48,131,2
109,190,223,110,175,105,111,78,51,144,2
84,137,162,66,94,198,198,96,37,120,2
92,145,86,44,77,170,177,154,30,101,2
104,186,139,78,126,234,234,62,45,161,2
55,96,105,46,51,131,144,88,25,96,2
63,117,142,65,61,149,161,106,47,49,2
67,114,122,52,52,141,156,85,25,98,2
57,105,127,68,58,140,142,14,41,67,2
167,244,239,118,300,138,70,76,269,104,2
168,292,207,114,270,343,129,65,268,124,2
218,340,325,152,144,398,454,83,58,254,2
236,384,263,104,379,322,176,91,278,275,2
262,380,221,132,205,396,485,158,151,251,2
202,384,361,158,385,284,255,182,125,320,2
148,256,259,137,230,334,86,130,91,228,2
182,348,385,166,226,502,239,55,477,282,2
167,274,268,118,210,372,167,97,289,88,2
169,245,149,77,231,290,82,170,100,149,2
41,76,78,41,69,119,117,54,25,90,2
64,97,119,95,111,137,53,41,33,59,2
23,40,48,47,28,56,69,34,6,40,2
65,104,134,66,103,154,130,35,43,45,2
42,76,98,83,59,118,91,25,35,31,2
85,124,167,129,208,112,106,117,95,240,3
119,112,152,173,72,44,85,85,143,65,3
86,109,85,146,126,35,184,62,129,72,3
74,137,82,157,210,62,146,189,93,202,3
119,69,110,168,116,42,166,110,132,69,3
77,101,121,179,156,66,49,197,44,134,3
42,86,69,99,120,54,36,108,28,85,3
62,96,83,127,118,47,139,54,127,107,3
